編號,車位類別,車位價格,車位面積平方公尺
RPSPMLKKNHMFFAB57CA,坡道平面,0,
RPSNMLMKNHMFFAB57CA,坡道平面,1100000,23.86
SPSNMLMKNHMFFAB67CA,坡道平面,1000000,20.54
RPSOMLSKNHMFFAB28CA,坡道平面,1200000,23.86
RPTOMLSKNHMFFAB38CA,坡道平面,0,20.54
RPTOMLSKNHMFFAB38CA,坡道平面,0,23.86
RPUOMLSKNHMFFAB48CA,坡道平面,1100000,23.86
RPVOMLSKNHMFFAB58CA,坡道平面,0,20.54
RPVOMLSKNHMFFAB58CA,坡道平面,0,23.86
RPWOMLSKNHMFFAB68CA,坡道平面,1200000,23.86
RPXOMLSKNHMFFAB78CA,坡道平面,1100000,23.86
RPWOMLTKNHMFFAB78CA,坡道平面,1100000,23.86
RPOPMLTKNHMFFAB08CA,坡道平面,0,23.86
RPOPMLTKNHMFFAB08CA,坡道平面,0,20.54
RPPPMLTKNHMFFAB18CA,坡道平面,1000000,23.86
RPQPMLTKNHMFFAB28CA,坡道平面,0,23.86
RPQPMLTKNHMFFAB28CA,坡道平面,0,23.86
RPRPMLTKNHMFFAB38CA,坡道平面,1200000,23.86
RPSPMLTKNHMFFAB48CA,坡道平面,0,23.86
RPSPMLTKNHMFFAB48CA,坡道平面,0,23.86
RPOQMLQLNHMFFAB97CA,坡道平面,1300000,29.00
RPTQMLQLNHMFFAB48CA,坡道機械,1000000,23.68
RPVQMLQLNHMFFAB68CA,坡道機械,1000000,23.68
RPVOMLQLNHMFFAB48CA,坡道平面,1300000,33.40
RPPOMLLJOHMFFAB27CA,坡道機械,0,
RPSPMLSJNHMFFBB38CA,坡道平面,0,28.01
RPSNMLKKNHMFFBB47CA,坡道平面,0,
RPSNMLMKNHMFFBB67CA,坡道機械,700000,
RPSNMLMKNHMFFBB67CA,坡道機械,700000,
RPSNMLMKNHMFFBB67CA,坡道機械,600000,
RPSNMLMKNHMFFBB67CA,坡道機械,600000,
RPVNMLRKNHMFFBB48CA,坡道機械,0,
RPVOMLQKNHMFFBB48CA,坡道平面,0,
RPTOMLQKNHMFFBB28CA,坡道機械,0,
RPWQMLQKNHMFFBB78CA,坡道機械,750000,26.17
