鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
永和區,建物,新北市永和區永和路二段181~210號,0.0,商,,,1060224,土地0建物1車位0,一層,1,店面(店鋪),住家用,加強磚造,0430101,39.23,0,0,0,無,無,無,180000,4588,,0.0,0,租金含稅.免租裝潢期：106/4/1-106/5/31.原申報書序號:C1FH10603210022,RPUNMLLKNHMFFHF98CC
永和區,房地(土地+建物)+車位,新北市永和區福和路301~330號,10.87,商,,,1060318,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930917,104.49000000000001,2,2,2,有,有,有,28500,273,坡道平面,5.98,0,,RPVNMLLKNHMFFHF09CC
中和區,房地(土地+建物)+車位,新北市中和區中正路691~720號,23.76,工,,,1060224,土地1建物1車位1,九層,18,廠辦,見其他登記事項,鋼筋混凝土造,0900227,270.66999999999996,1,0,0,有,有,無,62336,230,坡道平面,33.75,0,租金內含營業稅，原申報書序號C1FH10603070030,RPWNMLLKNHMFFHF56CC
中和區,建物,新北市中和區連城路151~180號,0.0,工,,,1060502,土地0建物1車位0,三層,3,工廠,工業用,加強磚造,,330.0,0,0,0,無,無,無,55000,,,0.0,0,本案為分租案件，僅出租部份100坪。,RPOPMLLKNHMFFHF58CC
三重區,建物,新北市三重區集英路61~90號,0.0,商,,,1060413,土地0建物1車位0,一層,19,店面(店鋪),商業用,鋼筋混凝土造,1040702,363.27,0,0,0,無,有,無,98000,270,,0.0,0,,RPPNMLLKNHMFFGF38CC
三重區,建物,新北市三重區重新路五段631~660號,0.0,工,,,1060422,土地0建物1車位0,七層,10,廠辦,工業用,鋼筋混凝土造,0790727,287.12,0,0,0,無,有,無,38000,132,,0.0,0,,RPRNMLLKNHMFFGF58CC
淡水區,房地(土地+建物),新北市淡水區水源街一段122巷31~60號,29.37,住,,,1060501,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770817,132.1,4,1,3,有,無,有,23000,174,,0.0,0,,RPVOMLLKNHMFFEF88CC
永和區,房地(土地+建物),新北市永和區信義路5巷1~30號,160.0,住,,,1060415,土地2建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0591228,98.04,3,2,1,有,無,無,20000,204,,0.0,0,,RPOOMLLKNHMFFHF58DC
汐止區,房地(土地+建物),新北市汐止區中興路211~240號,16.37,住,,,1060501,土地1建物1車位0,四層,12,辦公商業大樓,商業用,鋼筋混凝土造,0891108,108.63,1,1,1,有,無,無,16857,155,,0.0,0,,RPQOMLLKNHMFFDF38DC
土城區,建物,新北市土城區忠義路45巷1~30號,0.0,工,,,1060301,土地0建物1車位0,全,3,透天厝,工商用,鋼筋混凝土造,0760526,843.79,0,0,0,無,無,有,126000,149,,0.0,0,"承租一樓和防空避難室，租賃面積約255.24坪,撤銷原申報書序號C1FA10604050014",RPPNMLLKNHMFFAF97EC
淡水區,建物,新北市淡水區博愛街58巷1~30號,0.0,,,,1060324,土地0建物0車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640326,16.0,1,0,1,有,無,有,8000,500,,0.0,0,"承租方只租其中一間套房(2號房)已申報過後因玶數退件,重新再申報一次",RPWOMLMKNHMFFEF09CC
淡水區,建物,新北市淡水區淡金路38巷1~30號,0.0,住,,,1060414,土地0建物1車位0,十六層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980218,81.44,3,2,2,有,有,有,30000,368,,0.0,0,,RPPPMLMKNHMFFEF48CC
三重區,建物,新北市三重區國道路一段31~60號,0.0,工,,,1060209,土地0建物3車位0,一層,5,工廠,見其他登記事項,鋼筋混凝土造,0760827,414.94,0,0,0,無,無,無,140000,,,0.0,0,第1~2年租金＄140000(營業稅外加)第3~4年租金＄154000(營業稅外加),RPSNMLMKNHMFFGF78CC
永和區,建物,新北市永和區中正路661~690號,0.0,商,,,1060508,土地0建物1車位0,一層,10,店面(店鋪),住商用,鋼筋混凝土造,0730117,175.37,4,3,2,有,無,無,18000,103,,0.0,0,,RPRPMLMKNHMFFHF98CC
中和區,建物,新北市中和區宜安路91~120號,0.0,住,,,1060508,土地0建物1車位0,一層,14,店面(店鋪),見其他登記事項,見其他登記事項,0990407,102.83,0,0,0,無,有,無,68112,662,,0.0,0,租金總額68112元包含稅金,RPVPMLMKNHMFFHF76CC
三峽區,房地(土地+建物),新北市三峽區復興路160巷2弄1~30號,13.18,其他,,,1060501,土地1建物1車位0,十三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830510,128.67,4,1,2,有,有,有,22000,171,,0.0,0,,RPVOMLMKNHMFFIF76CC
樹林區,房地(土地+建物)+車位,新北市樹林區大安路481~510號,42.04,工,,,1060417,土地1建物1車位1,一層,10,店面(店鋪),工業用,鋼筋混凝土造,0880403,336.1,0,0,0,無,有,無,90000,268,坡道機械,0.0,0,刪除建物租金總額，原申報書序號C1FI10605050020租金(含車位)前三年玖萬元，後二年玖萬伍仟元,RPOQMLMKNHMFFIF88CC
五股區,建物,新北市五股區芳洲九路6261~90號,0.0,住,,,1060511,土地0建物1車位1,十六層,20,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041020,131.48,2,1,1,有,有,無,21000,160,坡道平面,0.0,0,,RPWNMLMKNHMFFBF68CC
汐止區,建物,新北市汐止區大同路一段211~240號,0.0,工,,,1060501,土地0建物1車位2,八層,17,廠辦,工業用,鋼筋混凝土造,1010919,334.32,0,0,0,無,有,無,63000,188,坡道平面,40.24,0,,RPWNMLMKNHMFFDF88CC
汐止區,房地(土地+建物),新北市汐止區鄉長路一段55巷1~30號,15.41,住,,,1060501,土地1建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870710,97.07,3,2,2,有,有,無,15000,155,,0.0,0,,RPUOMLMKNHMFFDF78CC
新店區,建物,新北市新店區中正路560巷1~30號,0.0,工,,,1060401,土地0建物1車位0,一層,5,廠辦,工業用,鋼筋混凝土造,,90.1,0,0,0,無,有,無,39732,441,,0.0,0,,RPUNMLMKNHMFFCF58CC
土城區,建物,新北市土城區峰廷街1~30號,0.0,住,,,1060401,土地0建物1車位0,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870207,82.24,2,1,1,有,有,有,11000,134,,0.0,0,,RPVPMLMKNHMFFAF68CC
汐止區,建物,新北市汐止區湖前街110巷97弄1~30號,39.56,,山坡地保育區,丙種建築用地,1060501,土地0建物1車位1,二十六層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881202,109.15,3,2,2,有,有,無,21000,256,坡道平面,36.95,0,,RPPNMLNKNHMFFDF28CC
新莊區,房地(土地+建物),新北市新莊區昌平街82巷13弄1~30號,19.72,住,,,1060501,土地1建物1車位0,一層,11,店面(店鋪),住商用,鋼筋混凝土造,0831130,118.08,2,1,1,有,有,無,23000,195,,0.0,0,,RPPNMLOKNHMFFBF18CC
淡水區,建物,新北市淡水區英專路211~240號,0.0,,,,1060401,土地0建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940411,64.4,1,1,1,有,有,有,13500,210,,0.0,0,"租金含管理費,網路費及第四台費用",RPRNMLOKNHMFFEF68CC
淡水區,建物,新北市淡水區博愛街58巷1~30號,0.0,,,,1060501,土地0建物0車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640326,16.0,1,0,1,有,無,有,8000,500,,0.0,0,1.承租方只租其中一間套房(6號房)2.租金含網路費和第四台費用,RPSNMLOKNHMFFEF78CC
三峽區,建物,新北市三峽區嘉添181~210號,0.0,,一般農業區,丁種建築用地,1060501,土地0建物1車位0,全,3,透天厝,工業用,鋼筋混凝土造,0841019,181.87,0,1,1,有,無,無,34056,187,,0.0,0,1樓現況為工廠,RPQPMLPKNHMFFIF66CC
中和區,房地(土地+建物)+車位,新北市中和區中山路三段121~150號,0.0,工,,,1060317,土地1建物1車位1,三層,14,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0970930,62.59,1,1,1,有,有,有,19000,304,坡道機械,0.0,0,,RPSNMLPKNHMFFHF56CC
中和區,建物,新北市中和區捷運路1~30號,0.0,其他,,,1060501,土地0建物1車位0,十層,19,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1000415,96.32,0,0,0,無,無,有,23500,244,,0.0,0,,RPVNMLPKNHMFFHF86CC
中和區,建物,新北市中和區景平路241~270號,0.0,住,,,1060506,土地0建物1車位0,二十二層,34,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0890529,57.02,1,1,1,有,無,有,14000,246,,0.0,0,,RPWNMLPKNHMFFHF96CC
汐止區,房地(土地+建物),新北市汐止區大同路二段211~240號,0.0,其他,,,1060501,土地0建物1車位0,十層,17,辦公商業大樓,商業用,鋼骨鋼筋混凝土造,0850710,118.02,2,1,1,有,有,無,28000,237,,0.0,0,,RPTNMLPKNHMFFDF88CC
