鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
汐止區,房地(土地+建物),新北市汐止區大同路三段601~630號,3.91,住,,,1060401,土地1建物1車位0,二十層,33,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,41.99,1,1,1,有,有,有,8000,191,,0.0,0,1.含管理費(每坪50元)。,RPWOMLMJNHMFFDF09EC
汐止區,房地(土地+建物),新北市汐止區大同路三段601~630號,9.37,住,,,1060401,土地1建物1車位0,二十四層,32,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,97.39999999999999,2,2,2,有,有,無,12500,128,,0.0,0,1.含管理費(每坪50元)。,RPQPMLMJNHMFFDF58EC
汐止區,房地(土地+建物)+車位,新北市汐止區工建路331~360號,268.2,工,,,1060308,土地1建物1車位4,五層,8,廠辦,見其他登記事項,見其他登記事項,1050721,1262.64,0,0,0,無,無,有,239400,190,坡道平面,133.04,0,,RPTNMLMJNHMFFDF48CC
汐止區,建物,新北市汐止區樟樹二路61~90號,0.0,住,,,1060305,土地0建物1車位1,七層,15,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050810,114.7,3,2,2,有,有,無,28000,244,坡道平面,23.02,0,,RPUOMLMJNHMFFDF68CC
板橋區,房地(土地+建物),新北市板橋區大觀路二段265巷130弄1~30號,22.38,住,,,1060401,土地2建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,65.6,2,2,1,有,無,無,10000,152,,0.0,0,,RPVOMLMJNHMFFAF48CC
新莊區,房地(土地+建物)+車位,新北市新莊區中央路181~210號,20.47,商,,,1060420,土地1建物1車位1,十六層,28,辦公商業大樓,見其他登記事項,見其他登記事項,1011228,204.14,0,0,2,有,有,無,38000,186,坡道平面,32.14,0,,RPOPMLMJNHMFFBF97CC
新莊區,建物,新北市新莊區五工一路97巷1~30號,0.0,,工業區,丁種建築用地,1060411,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0841227,106.32,3,2,2,有,無,無,20000,188,,0.0,0,,RPSPMLMJNHMFFBF38CC
新莊區,建物,新北市新莊區富貴路61~90號,0.0,住,,,1060401,土地0建物1車位1,九層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050517,103.73,2,1,1,有,有,有,28500,275,升降機械,11.9,0,,RPWQMLMJNHMFFBF88CC
林口區,建物,新北市林口區中山路511~540號,0.0,其他,,,1060419,土地0建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970111,168.26,4,2,2,有,有,無,20000,119,坡道平面,32.12,0,,RPPRMLMJNHMFFBF28CC
三重區,建物,新北市三重區福隆路31~60號,0.0,商,,,1060317,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790119,136.77,4,2,2,有,無,無,23500,172,,0.0,0,,RPQOMLMJNHMFFGF58CC
三峽區,房地(土地+建物),新北市三峽區國光街91~120號,61.38,商,,,1060406,土地3建物2車位0,一層,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,0780607,223.95,0,0,0,無,無,無,45000,201,,0.0,0,2戶打通使用,RPRNMLMJNHMFFIF78CC
樹林區,房地(土地+建物),新北市樹林區學勤路451~480號,40.01,商,,,1060401,土地1建物1車位0,一層,24,店面(店鋪),見其他登記事項,鋼筋混凝土造,0990312,313.63,7,1,2,有,有,無,75000,239,,0.0,0,,RPUOMLMJNHMFFIF56CC
三峽區,房地(土地+建物),新北市三峽區學府路121~150號,21.46,住,,,1060401,土地1建物1車位0,一層,15,店面(店鋪),見其他登記事項,鋼筋混凝土造,0980420,174.87,0,0,0,無,有,無,36000,206,,0.0,0,,RPVOMLMJNHMFFIF66CC
三峽區,房地(土地+建物)+車位,新北市三峽區學勤路151~180號,10.51,商,,,1060401,土地1建物1車位1,十五層,25,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980730,140.52,2,2,1,有,有,有,19000,135,坡道平面,39.03,0,"承租人為房屋原所有權人,出售後回租",RPWOMLMJNHMFFIF76CC
樹林區,房地(土地+建物)+車位,新北市樹林區大成路1~30號,17.89,住,,,1060415,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0941129,136.35,3,2,2,有,有,有,19500,143,坡道機械,26.98,0,,RPUNMLNJNHMFFIF56CC
樹林區,房地(土地+建物),新北市樹林區大成路1~30號,23.5,住,,,1060401,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950425,144.46,4,2,2,有,有,有,24000,166,,0.0,0,,RPWNMLNJNHMFFIF76CC
三峽區,房地(土地+建物)+車位,新北市三峽區學成路121~150號,19.74,住,,,1060416,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960409,169.52,3,2,2,有,有,有,24000,142,坡道平面,36.13,0,,RPXNMLNJNHMFFIF86CC
三峽區,房地(土地+建物)+車位,新北市三峽區大智路61~90號,22.25,住,,,1060413,土地1建物1車位1,十九層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,207.16,4,2,2,有,有,有,20000,97,坡道平面,36.28,0,,RPOOMLNJNHMFFIF68CC
三重區,土地,三重段61~90地號,298.83,住,,,1060426,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,13560,45,,0.0,0,,RPPOMLNJNHMFFGF58CC
三重區,土地,三重段61~90地號,101.73,住,,,1060412,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,4617,45,,0.0,0,,RPROMLNJNHMFFGF78CC
三重區,土地,五谷王段271~300地號,791.37,住,,,1060502,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,38,,0.0,0,,RPSOMLNJNHMFFGF88CC
淡水區,房地(土地+建物),新北市淡水區淡金路一段541~570號,25.78,住,,,1060325,土地1建物0車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041001,13.22,1,0,1,有,有,有,7000,530,,0.0,0,分租一房間,RPUOMLNJNHMFFEF88CC
淡水區,建物,新北市淡水區淡金路二段91~120號,12.72,住,,,1060319,土地0建物1車位0,六層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970917,72.6,2,2,1,有,有,有,14000,193,,0.0,0,,RPXOMLNJNHMFFEF56CC
淡水區,建物,新北市淡水區北新路169巷61~90號,6.65,住,,,1060323,土地0建物1車位0,七層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851228,52.13,1,1,1,有,無,有,9000,173,,0.0,0,,RPQPMLNJNHMFFEF58CC
淡水區,建物,新北市淡水區新市一路一段331巷61~90號,21.06,住,,,1060405,土地0建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031024,95.95,2,2,1,有,有,有,17000,177,,0.0,0,,RPRPMLNJNHMFFEF68CC
淡水區,建物,新北市淡水區坪頂路52巷1~30號,16.1,住,,,1060408,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001103,88.33,2,2,1,有,有,無,15000,170,,0.0,0,,RPPRMLNJNHMFFEF68CC
淡水區,建物,新北市淡水區坪頂路52巷1~30號,90.01,住,,,1060401,土地0建物1車位0,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001103,59.94,2,1,1,有,有,有,18000,300,,0.0,0,,RPRRMLNJNHMFFEF88CC
林口區,房地(土地+建物),新北市林口區文化二路二段110巷1~30號,14.01,住,,,1060427,土地1建物1車位0,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960910,90.36,2,2,1,有,有,有,20000,221,,0.0,0,,RPSPMLNJNHMFFBF48CC
土城區,房地(土地+建物)+車位,新北市土城區中正路67巷31~60號,23.57,住,,,1060401,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041209,140.31,2,2,2,有,無,無,29000,207,坡道平面,29.04,0,,RPXOMLNJNHMFFAF78CC
新店區,房地(土地+建物)+車位,新北市新店區安泰路1~30號,36.3,其他,,,1060415,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1040921,103.33,2,1,1,有,有,無,18000,174,塔式車位,12.84,0,,RPOOMLNJNHMFFCF08CC
汐止區,車位,新北市汐止區大同路三段601~630號,8.79,住,,,1060401,土地0建物0車位1,,,住宅大樓(11層含以上有電梯),,,,21.35,0,0,0,有,有,無,2000,,坡道機械,21.35,2000,1.含管理費(每個450元)。,RPWNMLNJNHMFFDF09EC
汐止區,房地(土地+建物),新北市汐止區大同路三段601~630號,4.03,住,,,1060401,土地1建物1車位0,十六層,32,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,41.47,1,1,1,有,有,有,8000,193,,0.0,0,1.含管理費(每坪50元)。,RPXNMLNJNHMFFDF56EC
汐止區,房地(土地+建物),新北市汐止區樟樹二路121~150號,23.55,住,,,1060401,土地1建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0760706,87.33,0,0,0,無,無,無,25000,286,,0.0,0,,RPQNMLNJNHMFFDF38DC
板橋區,房地(土地+建物),新北市板橋區漢生東路1~30號,20.75,住,,,1060401,土地1建物1車位0,一層,4,店面(店鋪),住家用,加強磚造,,72.16,0,0,0,無,無,無,50000,693,,0.0,0,,RPOPMLNJNHMFFAF08DC
土城區,房地(土地+建物),新北市土城區中山路61~90號,4532.01,工,,,1060101,土地1建物1車位0,全,2,透天厝,商業用,加強磚造,0691018,2228.88,0,0,0,無,無,有,360000,162,,0.0,0,租賃範圍為1樓、2樓部分。撤銷原申報書序號C1FA10602160006,RPWOMLNJNHMFFAF88EC
泰山區,房地(土地+建物),新北市泰山區貴子路1~30號,40.36,住,,,1060405,土地1建物1車位0,一層,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,1041229,125.53,0,0,1,有,無,無,27000,215,,0.0,0,,RPPPMLOJNHMFFBF48EC
新莊區,房地(土地+建物),新北市新莊區中平路92巷1~30號,21.15,住,,,1060405,土地1建物1車位0,地下一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0790618,112.77,0,0,1,有,有,無,10000,89,,0.0,0,,RPVQMLOJNHMFFBF56EC
新店區,建物,新北市新店區中正路329巷9弄1~30號,0.0,住,,,1060320,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,83.57,3,2,2,有,無,有,32000,383,,0.0,0,,RPUNMLOJNHMFFCF68CC
板橋區,房地(土地+建物)+車位,新北市板橋區文化路二段481~510號,20.85,商,,,1060501,土地3建物1車位1,十五層,22,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0881020,132.65,3,2,1,有,有,有,32500,245,坡道平面,32.41,0,,RPOQMLOJNHMFFAF18CC
板橋區,房地(土地+建物),新北市板橋區文化路一段181~210號,131.0,住,,,1060501,土地2建物2車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0631002,101.28,0,0,1,有,無,有,45000,444,,0.0,0,,RPXQMLOJNHMFFAF09CC
汐止區,房地(土地+建物),新北市汐止區龍安路202巷31~60號,0.0,住,,,1060501,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730502,20.76,1,0,1,有,無,有,9000,434,,0.0,0,分租套房,RPQNMLOJNHMFFDF38CC
汐止區,建物,新北市汐止區大同路一段211~240號,0.0,工,,,1060401,土地0建物1車位0,十層,17,廠辦,工業用,鋼筋混凝土造,1010919,334.48,0,0,0,無,有,無,60000,179,,0.0,0,,RPRNMLOJNHMFFDF48CC
汐止區,建物,新北市汐止區樟樹二路91~120號,0.0,住,,,1060401,土地0建物1車位1,四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050810,125.21000000000001,3,2,2,有,有,有,20000,160,坡道平面,0.0,0,,RPQOMLOJNHMFFDF48CC
汐止區,房地(土地+建物),新北市汐止區茄苳路31~60號,0.0,住,,,1060401,土地1建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,0701228,82.38,0,0,0,無,無,無,45000,546,,0.0,0,,RPTOMLOJNHMFFDF78CC
汐止區,房地(土地+建物)+車位,新北市汐止區新北市汐止區新臺五路一段61~90號,11.99,工,,,1060401,土地1建物1車位1,三層,21,廠辦,工商用,鋼造,0830330,173.8,0,0,0,無,有,無,35000,201,坡道平面,0.0,0,,RPOPMLOJNHMFFDF38CC
汐止區,房地(土地+建物)+車位,新北市汐止區新臺五路一段61~90號,34.89,工,,,1060401,土地1建物1車位3,十一層,21,廠辦,工商用,鋼造,0830330,524.51,0,0,0,無,有,有,90000,172,坡道平面,0.0,0,,RPPPMLOJNHMFFDF48CC
汐止區,房地(土地+建物),新北市汐止區大同路一段151~180號,0.73,工,,,1060401,土地1建物1車位0,二層,2,廠辦,工業用,鋼筋混凝土造,0830115,92.56,0,0,0,無,有,無,18000,194,,0.0,0,,RPQPMLOJNHMFFDF58CC
林口區,建物,新北市林口區竹林路61~90號,0.0,其他,,,1060419,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681224,84.78,3,2,2,有,無,無,13000,153,,0.0,0,,RPWOMLOJNHMFFBF88CC
淡水區,房地(土地+建物),新北市淡水區淡金路61~90號,3.25,住,,,1060501,土地1建物1車位0,六層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910531,26.45,1,1,1,有,有,有,8500,321,,0.0,0,,RPPTMLOJNHMFFEF98CC
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段301~330號,13.33,住,,,1060501,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040515,85.0,2,2,1,有,有,有,15000,176,坡道平面,36.0,0,,RPVTMLOJNHMFFEF96CC
淡水區,房地(土地+建物),新北市淡水區民權路1~30號,6.69,工,,,1060408,土地1建物1車位0,七層,24,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0971223,63.42,2,1,2,有,有,有,18000,284,,0.0,0,租金含管理費。,RPXTMLOJNHMFFEF17CC
淡水區,房地(土地+建物),新北市淡水區民權路1~30號,8.39,工,,,1060408,土地1建物1車位0,四層,24,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0971223,76.43,2,1,1,有,有,有,19000,249,,0.0,0,租金含管理費。,RPPUMLOJNHMFFEF09CC
